title,artist,url,lyrics,lyrics_clean,language,word_count,sentiment_score,sentiment_label
Before You Go,Lewis Capaldi,https://www.youtube.com/watch?v=Jtauh8GcxBY,"I fell by the wayside like everyone else I hate you, I hate you, I hate?you,?but I was?just kidding myself Our every moment, I?start to replace 'Cause now that they're gone, all I hear are the words that I needed to say  When you hurt under the surface Like troubled water running cold Well, time can heal, but this won't  So before you go Was there something I coulda said to make your heart beat better? If only I'da known you had a storm to weather So before you go Was there something I coulda said to make it all stop hurting? It kills me how your mind can make you feel so worthless So before you go  Was never the right time whenever you called Went little by little by little until there was nothing at all Our every moment, I start to replay But all I can think about is seeing that look on your face  When you hurt under the surface Like troubled water running cold Well, time can heal, but this won't  So before you go Was there something I coulda said to make your heart beat better? If only I'da known you had a storm to weather So before you go Was there something I coulda said to make it all stop hurting? It kills me how your mind can make you feel so worthless So before you go  Would we be better off by now If I'da let my walls come down? Maybe, I guess we'll never know You know, you know  Before you go Was there something I coulda said to make your heart beat better? If only I'da known you had a storm to weather So before you go Was there something I coulda said to make it all stop hurting? It kills me how your mind can make you feel so worthless So before you go",i fell by the wayside like everyone else i hate you i hate you i hate you but i was just kidding myself our every moment i start to replace cause now that they re gone all i hear are the words that i needed to say when you hurt under the surface like troubled water running cold well time can heal but this won t so before you go was there something i coulda said to make your heart beat better if only i da known you had a storm to weather so before you go was there something i coulda said to make it all stop hurting it kills me how your mind can make you feel so worthless so before you go was never the right time whenever you called went little by little by little until there was nothing at all our every moment i start to replay but all i can think about is seeing that look on your face when you hurt under the surface like troubled water running cold well time can heal but this won t so before you go was there something i coulda said to make your heart beat better if only i da known you had a storm to weather so before you go was there something i coulda said to make it all stop hurting it kills me how your mind can make you feel so worthless so before you go would we be better off by now if i da let my walls come down maybe i guess we ll never know you know you know before you go was there something i coulda said to make your heart beat better if only i da known you had a storm to weather so before you go was there something i coulda said to make it all stop hurting it kills me how your mind can make you feel so worthless so before you go,English,327,-0.24692460317460319,negative
Dancing On My Own,Calum Scott,https://www.youtube.com/watch?v=q31tGyBJhRY,"Somebody said you got a new friend But does she love you better than I can? And there's a big black sky over my town I know where you're at, I bet she's around And yeah I know it's stupid, but I just gotta see it for myself  I'm in the corner, watching you kiss her, oh oh oh And I'm right over here, why can't you see me? Oh oh oh And I'm giving it my all But I'm not the guy you're taking home, oooh I keep dancing on my own  I just wanna dance all night And Im all messed up, Im so out of line, yeah Stilettos and broken bottles Im spinning around in circles  And I'm in the corner, watching you kiss her, oh oh oh And I'm right over here, why can't you see me? Oh oh oh And I'm giving it my all But I'm not the guy you're taking home, ooh I keep dancing on my own And oh, nah  So far away, but still so near The lights come on, the music dies But you don't see me standing here I just came to say goodbye  I'm in the corner, watching you kiss her, ohh And I'm giving it my all But I'm not the guy you're taking home, oooh I keep dancing on my own And oh, nah Said I'm in the corner, watching you kiss her, oh? no And I'm right over here, why can't you see me? Oh no And I'm giving it my all But I'm not the guy you're taking home, ooh And I keep dancing on my own  So far away, but still so near The lights come on, the music dies But you don't see me standing here",somebody said you got a new friend but does she love you better than i can and there s a big black sky over my town i know where you re at i bet she s around and yeah i know it s stupid but i just gotta see it for myself i m in the corner watching you kiss her oh oh oh and i m right over here why can t you see me oh oh oh and i m giving it my all but i m not the guy you re taking home oooh i keep dancing on my own i just wanna dance all night and i m all messed up i m so out of line yeah stilettos and broken bottles i m spinning around in circles and i m in the corner watching you kiss her oh oh oh and i m right over here why can t you see me oh oh oh and i m giving it my all but i m not the guy you re taking home ooh i keep dancing on my own and oh nah so far away but still so near the lights come on the music dies but you don t see me standing here i just came to say goodbye i m in the corner watching you kiss her ohh and i m giving it my all but i m not the guy you re taking home oooh i keep dancing on my own and oh nah said i m in the corner watching you kiss her oh no and i m right over here why can t you see me oh no and i m giving it my all but i m not the guy you re taking home ooh and i keep dancing on my own so far away but still so near the lights come on the music dies but you don t see me standing here,Indonesia,325,0.1903799903799904,positive
You Are The Reason,Calum Scott,https://www.youtube.com/watch?v=ShZ978fBl6Y,"There goes my heart beating 'Cause you are the reason I'm losing my sleep Please come back now And there goes my mind racing And you are the reason That I'm still breathing I'm hopeless now  I'd climb every mountain And swim every ocean Just to be with you And fix what I've broken Oh, 'cause I need you to see That you are the reason  There goes my hands shaking And you are the reason My heart keeps bleeding I need you now If I could turn back the clock I'd make sure the light defeated the dark I'd spend every hour of every day Keeping you safe  I'd climb every mountain And swim every ocean Just to be with you And fix what I've broken Oh, 'cause I need you to see That you are the reason  I don't want to fight no more I don't want to hide no more I don't want to cry no more Come back, I need you to hold me (You are the reason) A little closer now, just a little closer now Come a little closer, I need you to hold me tonight  I'd climb every mountain And swim every ocean Just to be with you And fix what I've broken 'Cause I need you to see That you are the reason",there goes my heart beating cause you are the reason i m losing my sleep please come back now and there goes my mind racing and you are the reason that i m still breathing i m hopeless now i d climb every mountain and swim every ocean just to be with you and fix what i ve broken oh cause i need you to see that you are the reason there goes my hands shaking and you are the reason my heart keeps bleeding i need you now if i could turn back the clock i d make sure the light defeated the dark i d spend every hour of every day keeping you safe i d climb every mountain and swim every ocean just to be with you and fix what i ve broken oh cause i need you to see that you are the reason i don t want to fight no more i don t want to hide no more i don t want to cry no more come back i need you to hold me you are the reason a little closer now just a little closer now come a little closer i need you to hold me tonight i d climb every mountain and swim every ocean just to be with you and fix what i ve broken cause i need you to see that you are the reason,English,235,-0.07890625000000001,negative
Double Take,dhruv,https://www.youtube.com/watch?v=R8FHtIhWqNo,"(Ooh-ooh-ooh-ooh) (Ooh-ooh-ooh) (Ooh-ooh-ooh-ooh)  I could say I never dare to think about you in that way But, I would be lying And I pretend I'm happy for you when you find some dude to take home But I won't deny that  In the midst of the crowds In the shapes, in the clouds I don't see nobody but you In my rose-tinted dreams Wrinkled silk on my sheets I don't see nobody but you  Boy, you got me hooked onto somethin' Who could say that they saw us comin'? Tell me, do you feel the love? Spend a summer or a lifetime with me Let me take you to the place of your dreams Tell me, do you feel the love? (Ooh-ooh-ooh-ooh)  And I could say I never unzipped those blue Levi's inside my head But that's far from the truth Don't know what's come over me, it seems like yesterday when I said We'll be friends forever  Constellations of stars Murals on city walls I don't see nobody but you You're my vice, you're my muse You're a nineteenth floor view I don't see nobody but you  Boy, you got me hooked onto somethin' Who could say that they saw us comin'? Tell me, do you feel the love? Spend a summer or a lifetime with me Let me take you to the place of your dreams Tell me, do you feel the love? Boy, you got me hooked onto somethin' Who could say that they saw us comin'? Tell me, do you feel the love? Spend a summer or a lifetime with me Let me take you to the place of your dreams Tell me, do you feel the love?  Do you feel the love? (Ooh-ooh-ooh-ooh) Do you feel the love? Do you feel the love? Do you feel the love? Feel the love Feel the love",ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh i could say i never dare to think about you in that way but i would be lying and i pretend i m happy for you when you find some dude to take home but i won t deny that in the midst of the crowds in the shapes in the clouds i don t see nobody but you in my rose tinted dreams wrinkled silk on my sheets i don t see nobody but you boy you got me hooked onto somethin who could say that they saw us comin tell me do you feel the love spend a summer or a lifetime with me let me take you to the place of your dreams tell me do you feel the love ooh ooh ooh ooh and i could say i never unzipped those blue levi s inside my head but that s far from the truth don t know what s come over me it seems like yesterday when i said we ll be friends forever constellations of stars murals on city walls i don t see nobody but you you re my vice you re my muse you re a nineteenth floor view i don t see nobody but you boy you got me hooked onto somethin who could say that they saw us comin tell me do you feel the love spend a summer or a lifetime with me let me take you to the place of your dreams tell me do you feel the love boy you got me hooked onto somethin who could say that they saw us comin tell me do you feel the love spend a summer or a lifetime with me let me take you to the place of your dreams tell me do you feel the love do you feel the love ooh ooh ooh ooh do you feel the love do you feel the love do you feel the love feel the love feel the love,English,338,0.46875,positive
Heres Your Perfect,Jamie Miller,https://www.youtube.com/watch?v=cRi-x2r88no,"I remember the day Even wrote down the date, that I fell for you (Mm-hmm) And now it's crossed out in red But I still can't forget if I wanted to And it drives me insane Think I'm hearin' your name, everywhere I go But it's all in my head It's just all in my head  But you won't see me break, call you up in three days Or send you a bouquet, sayin', It's a mistake Drink my troubles away, one more glass of champagne And you know  I'm the first to say that I'm not perfect And you're the first to say you want the best thing But now I know a perfect way to let you go Give my last hello, hope it's worth it Here's your perfect  My best was just fine How I tried, how I tried to be great for you I'm flawed by design and you loved to remind me No matter what I do  But you won't see me break, call you up in three days Or send you a bouquet, sayin', It's a mistake Drink my troubles away, one more glass of champagne And you know  I'm the first to say that I'm not perfect And you're the first to say you want the best thing But now I know a perfect way to let you go Give my last hello, hope it's worth it I'm the first to say that I'm not perfect And you're the first to say you want the best thing (Best thing, yeah) But now I know a perfect way to let you go Give my last hello, hope it's worth it  Say yeah, yeah, yeah Ayy-ayy, ayy-ayy But now I know a perfect way to let you go Give my last hello, hope it's worth it Here's your perfect",i remember the day even wrote down the date that i fell for you mm hmm and now it s crossed out in red but i still can t forget if i wanted to and it drives me insane think i m hearin your name everywhere i go but it s all in my head it s just all in my head but you won t see me break call you up in three days or send you a bouquet sayin it s a mistake drink my troubles away one more glass of champagne and you know i m the first to say that i m not perfect and you re the first to say you want the best thing but now i know a perfect way to let you go give my last hello hope it s worth it here s your perfect my best was just fine how i tried how i tried to be great for you i m flawed by design and you loved to remind me no matter what i do but you won t see me break call you up in three days or send you a bouquet sayin it s a mistake drink my troubles away one more glass of champagne and you know i m the first to say that i m not perfect and you re the first to say you want the best thing but now i know a perfect way to let you go give my last hello hope it s worth it i m the first to say that i m not perfect and you re the first to say you want the best thing best thing yeah but now i know a perfect way to let you go give my last hello hope it s worth it say yeah yeah yeah ayy ayy ayy ayy but now i know a perfect way to let you go give my last hello hope it s worth it here s your perfect,English,332,0.36381381381381384,positive
Heather,Conan Gray,https://www.youtube.com/watch?v=24u3NoPvgMw,"I still remember, third of December Me in your sweater, you said it looked better On me?than?it did you,?only if you knew How much I?liked you, but I watch your eyes as she  Walks by What a sight for sore eyes Brighter than a blue sky She's got you mesmerized while I die  Why would you ever kiss me? I'm not even half as pretty You gave her your sweater, it's just polyester But you like her better, wish I were Heather  Watch as she stands with her holding your hand Put your arm 'round her shoulder, now I'm getting colder But how could I hate her? She's such an angel But then again, kinda wish she were dead as she  Walks by What a sight for sore eyes Brighter than a blue sky She's got you mesmerized while I die  Why would you ever kiss me? I'm not even half as pretty You gave her your sweater, it's just polyester But you like her better, I wish I were Heather  (Oh) Wish I were Heather (Oh, oh) Wish I were Heather  Why would you ever kiss me? I'm not even half as pretty You gave her your sweater, it's just polyester But you like her better, wish I were",i still remember third of december me in your sweater you said it looked better on me than it did you only if you knew how much i liked you but i watch your eyes as she walks by what a sight for sore eyes brighter than a blue sky she s got you mesmerized while i die why would you ever kiss me i m not even half as pretty you gave her your sweater it s just polyester but you like her better wish i were heather watch as she stands with her holding your hand put your arm round her shoulder now i m getting colder but how could i hate her she s such an angel but then again kinda wish she were dead as she walks by what a sight for sore eyes brighter than a blue sky she s got you mesmerized while i die why would you ever kiss me i m not even half as pretty you gave her your sweater it s just polyester but you like her better i wish i were heather oh wish i were heather oh oh wish i were heather why would you ever kiss me i m not even half as pretty you gave her your sweater it s just polyester but you like her better wish i were,English,224,0.08684210526315791,positive
Moral of the Story,Ashe,https://www.youtube.com/watch?v=WQq98YPV8yk,"So I never really knew you God, I really tried to Blindsided, addicted Thought we could really do this But really, I was foolish Hindsight, it's obvious  Talking with my lawyer She said, Whered you find this guy? I said, Young people fall in love With the wrong people sometimes  Some mistakes get made That's alright, that's okay You can think that youre in love When you're really just in pain Some mistakes get made That's alright, that's okay In the end, it's better for me That's the moral of the story, babe  (Oh-oh, oh-oh) (Oh-oh, oh-oh)  It's funny how a memory Turns into a bad dream When running wild turns volatile Remember how we painted our house Just like my grandparents did So romantic, but we fought the whole time Should've seen the signs, yeah  Talking with my mother She said, Whered you find this guy? Said, Some people fall in love With the wrong people sometimes  Some mistakes get made Thats alright, that's okay You can think that youre in love When you're really just in pain Some mistakes get made That's alright, that's okay In the end, its better for me That's the moral of the story, babe  (Oh-oh, oh-oh) (Oh-oh, oh-oh) (Oh-oh, oh-oh) (Oh-oh, oh-oh)  They say it's better to have loved and lost Than never to have loved at all That could be a load of shit But I just need to tell you all  Some mistakes get made That's alright, that's okay You can think that you're in love When you're really just engaged Some mistakes get made That's alright, that's okay In the end, it's better for me That's the moral of the story Some mistakes get made That's alright, that's okay You can think that you're in love When you're really just in pain Some mistakes get made That's alright, that's okay In the end, it's better for me That's the moral of the story, babe  (Oh-oh, oh-oh) (Oh-oh, oh-oh) (Oh-oh, oh-oh) (Oh-oh, oh-oh) (Oh-oh, oh-oh) (Oh-oh, oh-oh)",so i never really knew you god i really tried to blindsided addicted thought we could really do this but really i was foolish hindsight it s obvious talking with my lawyer she said where d you find this guy i said young people fall in love with the wrong people sometimes some mistakes get made that s alright that s okay you can think that you re in love when you re really just in pain some mistakes get made that s alright that s okay in the end it s better for me that s the moral of the story babe oh oh oh oh oh oh oh oh it s funny how a memory turns into a bad dream when running wild turns volatile remember how we painted our house just like my grandparents did so romantic but we fought the whole time should ve seen the signs yeah talking with my mother she said where d you find this guy said some people fall in love with the wrong people sometimes some mistakes get made that s alright that s okay you can think that you re in love when you re really just in pain some mistakes get made that s alright that s okay in the end it s better for me that s the moral of the story babe oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh they say it s better to have loved and lost than never to have loved at all that could be a load of shit but i just need to tell you all some mistakes get made that s alright that s okay you can think that you re in love when you re really just engaged some mistakes get made that s alright that s okay in the end it s better for me that s the moral of the story some mistakes get made that s alright that s okay you can think that you re in love when you re really just in pain some mistakes get made that s alright that s okay in the end it s better for me that s the moral of the story babe oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh,English,398,0.23977272727272728,positive
Lose Control,Teddy Swims,https://www.youtube.com/watch?v=9gWIIIr2Asw,"Something's got a hold of me lately No, I dont know myself anymore Feels like the walls are all closin' in And the devil's knockin at my door, woah Out of my mind, how many times did I tell you I'm no good at bein' alone? Yeah, it's taken a toll on me, tryin' my best to keep From tearin' the skin off my bones, don't you know  I lose control When you're not next to me (When youre not here with me) Im fallin' apart right in front of you, cant you see? I lose control When you're not next to me, mhm Yeah, you're breakin' my heart, baby You make a mess of me  Problematic Problem is I want your body like a fiend, like a bad habit Bad habits hard to break when Im with you Yeah, I know I can do it on my own But I want that real full-moon black magic and it takes two Problematic Problem is when I'm with you, I'm an addict And I need some relief, my skin in your teeth Can't see the forest through the trees Got me down on my knees, darlin', please, oh  I lose control When you're not next to me (When you're not here with me) I'm fallin' apart right in front of you, can't you see? I lose control When you're not next to me, mhm Yeah, you're breakin' my heart, baby You make a mess of me, yeah   I lose control When you're not here with me, mm I'm fallin' apart right in front of you, can't you see? I lose control When you're not here with me, mhm Yeah, you're breakin' my heart, baby You make a mess of me",something s got a hold of me lately no i don t know myself anymore feels like the walls are all closin in and the devil s knockin at my door woah out of my mind how many times did i tell you i m no good at bein alone yeah it s taken a toll on me tryin my best to keep from tearin the skin off my bones don t you know i lose control when you re not next to me when you re not here with me i m fallin apart right in front of you can t you see i lose control when you re not next to me mhm yeah you re breakin my heart baby you make a mess of me problematic problem is i want your body like a fiend like a bad habit bad habits hard to break when i m with you yeah i know i can do it on my own but i want that real full moon black magic and it takes two problematic problem is when i m with you i m an addict and i need some relief my skin in your teeth can t see the forest through the trees got me down on my knees darlin please oh i lose control when you re not next to me when you re not here with me i m fallin apart right in front of you can t you see i lose control when you re not next to me mhm yeah you re breakin my heart baby you make a mess of me yeah i lose control when you re not here with me mm i m fallin apart right in front of you can t you see i lose control when you re not here with me mhm yeah you re breakin my heart baby you make a mess of me,English,317,0.05651154401154402,positive
Birds of a Feather,Billie Eilish,https://www.youtube.com/watch?v=V9PVRfjEBTI,"(But I wanna stay)  I want you to stay 'Til I'm in the grave 'Til I rot away, dead and buried 'Til I'm in the casket you carry If you go, I'm goin' too, uh 'Cause it was always you (Alright) And if I'm turnin' blue, please don't save me Nothin' left to lose without my baby  Birds of a feather, we should stick together, I know I said I'd never think I wasn't better alone Can't change the weather, might not be forever But if it's forever, it's even better  And I don't know what I'm cryin' for I don't think I could love you more It might not be long, but baby, I  I'll love you 'til the day that I die 'Til the day that I die 'Til the light leaves my eyes 'Til the day that I die  I want you to see, hm How you look to me, hm You wouldn't believe if I told ya You would keep the compliments I throw ya But you're so full of shit, uh Tell me it's a bit, oh Say you don't see it, your mind's polluted Say you wanna quit, don't be stupid  And I don't know what I'm cryin' for I don't think I could love you more It might not be long, but baby, I Don't wanna say goodbye  Birds of a feather, we should stick together, I know ('Til the day that I die) I said I'd never think I wasn't better alone ('Til the light leaves my eyes) Can't change the weather, might not be forever ('Til the day that I die) But if it's forever, it's even better  I knew you in another life You had that same look in your eyes I love you, don't act so surprised",but i wanna stay i want you to stay til i m in the grave til i rot away dead and buried til i m in the casket you carry if you go i m goin too uh cause it was always you alright and if i m turnin blue please don t save me nothin left to lose without my baby birds of a feather we should stick together i know i said i d never think i wasn t better alone can t change the weather might not be forever but if it s forever it s even better and i don t know what i m cryin for i don t think i could love you more it might not be long but baby i i ll love you til the day that i die til the day that i die til the light leaves my eyes til the day that i die i want you to see hm how you look to me hm you wouldn t believe if i told ya you would keep the compliments i throw ya but you re so full of shit uh tell me it s a bit oh say you don t see it your mind s polluted say you wanna quit don t be stupid and i don t know what i m cryin for i don t think i could love you more it might not be long but baby i don t wanna say goodbye birds of a feather we should stick together i know til the day that i die i said i d never think i wasn t better alone til the light leaves my eyes can t change the weather might not be forever til the day that i die but if it s forever it s even better i knew you in another life you had that same look in your eyes i love you don t act so surprised,English,328,0.22499999999999998,positive
What Was I Made For?,Billie Eilish,https://www.youtube.com/watch?v=cW8VLC9nnTo,"I used to float, now I just fall down I used to know, but I'm not sure now What I was made for What was I made for?  Takin' a drive, I was an ideal Looked so alive, turns out I'm not real Just somethin' you paid for What was I made for?  'Cause I, I I don't know how to feel But I wanna try I don't know how to feel But someday, I might Someday, I might  Mm, mm, ah Mm, mm, mm  When did it end? All the enjoyment I'm sad again, don't tell my boyfriend It's not what he's made for What was I made for?  'Cause I, 'cause I I don't know how to feel But I wanna try I don't know how to feel But someday, I might Someday, I might  Think I forgot how to be happy Somethin' I'm not, but somethin' I can be Somethin' I wait for Somethin' I'm made for Somethin' I'm made for",i used to float now i just fall down i used to know but i m not sure now what i was made for what was i made for takin a drive i was an ideal looked so alive turns out i m not real just somethin you paid for what was i made for cause i i i don t know how to feel but i wanna try i don t know how to feel but someday i might someday i might mm mm ah mm mm mm when did it end all the enjoyment i m sad again don t tell my boyfriend it s not what he s made for what was i made for cause i cause i i don t know how to feel but i wanna try i don t know how to feel but someday i might someday i might think i forgot how to be happy somethin i m not but somethin i can be somethin i wait for somethin i m made for somethin i m made for,English,177,0.1134920634920635,positive
Night Changes,One Direction,https://www.youtube.com/watch?v=syFZfO_wfMQ,"Goin' out tonight, changes into somethin' red Her mother doesn't like that kind of dress Everything she never had, she's showin' off Drivin' too fast, moon is breakin' through her hair She's headin' for somethin' that she won't forget Havin' no regrets is all that she really wants  (Ooh)  We're only gettin' older, baby (Ooh)  And I've been thinkin' about it lately (Ooh)  Does it ever drive you crazy (Ah-ah-ah)  Just how fast the night changes? (Ooh)  Everything that you've ever dreamed of (Ooh)  Disappearin' when you wake up (Ooh)  But there's nothin' to be afraid of (Ah-ah-ah)  Even when the night changes (Ooh)  It will never change me and you  Chasin' her tonight, doubts are runnin' round her head He's waitin', hides behind a cigarette Heart is beatin' loud and she doesn't want it to stop Movin' too fast, moon is lightin' up her skin She's fallin',  doesn't even know it yet Havin' no regrets is all that she really wants  (Ooh) We're only gettin' older, baby (Ooh) And I've been thinkin' about it lately (Ooh) Does it ever drive you crazy (Ah-ah-ah) Just how fast the night changes? (Ooh) Everything that you've ever dreamed of (Ooh) Disappearin' when you wake up (Ooh) But there's nothin' to be afraid of (Ah-ah-ah) Even when the night changes (Ooh) It will never change me and you  Ooh, ooh, ooh, ooh Ooh, ooh, ooh Ooh  Goin' out tonight, changes into somethin' red Her mother doesn't like that kind of dress Reminds her of the missin' piece of innocence she lost  (Ooh) We're only gettin' older, baby (Ooh) And I've been thinkin' about it lately (Ooh)  Does it ever drive you crazy (Ah-ah-ah)  Just how fast the night changes? (Ooh)  Everything that you've ever dreamed of (Ooh)  Disappearin' when you wake up (Ooh)  But there's nothin' to be afraid of (Ah-ah-ah)  Even when the night changes (Ooh)  It will never change, baby (Ooh) It will never change, baby (Ooh) It will never change me and you",goin out tonight changes into somethin red her mother doesn t like that kind of dress everything she never had she s showin off drivin too fast moon is breakin through her hair she s headin for somethin that she won t forget havin no regrets is all that she really wants ooh we re only gettin older baby ooh and i ve been thinkin about it lately ooh does it ever drive you crazy ah ah ah just how fast the night changes ooh everything that you ve ever dreamed of ooh disappearin when you wake up ooh but there s nothin to be afraid of ah ah ah even when the night changes ooh it will never change me and you chasin her tonight doubts are runnin round her head he s waitin hides behind a cigarette heart is beatin loud and she doesn t want it to stop movin too fast moon is lightin up her skin she s fallin doesn t even know it yet havin no regrets is all that she really wants ooh we re only gettin older baby ooh and i ve been thinkin about it lately ooh does it ever drive you crazy ah ah ah just how fast the night changes ooh everything that you ve ever dreamed of ooh disappearin when you wake up ooh but there s nothin to be afraid of ah ah ah even when the night changes ooh it will never change me and you ooh ooh ooh ooh ooh ooh ooh ooh goin out tonight changes into somethin red her mother doesn t like that kind of dress reminds her of the missin piece of innocence she lost ooh we re only gettin older baby ooh and i ve been thinkin about it lately ooh does it ever drive you crazy ah ah ah just how fast the night changes ooh everything that you ve ever dreamed of ooh disappearin when you wake up ooh but there s nothin to be afraid of ah ah ah even when the night changes ooh it will never change baby ooh it will never change baby ooh it will never change me and you,English,366,-0.058064516129032254,negative
Sweet,Cigarettes After Sex,https://www.youtube.com/watch?v=XsagL-UZW1U,"Watching the video that you sent me The one where you're showering with wet hair dripping You know that I'm obsessed with your body But it's the way you smile that does it for me  It's so sweet, knowing that you love me Though we don't need to say it to each other, sweet Knowing that I love you, and running my fingers through your hair It's so sweet  Watching the video, where you're lying In your red lingerie, ten times nightly You know I think your skin's the perfect color But it's always your eyes that pull me under  It's so sweet, knowing that you love me Though we don't need to say it to each other, sweet Knowing that I love you, and running my fingers through your hair It's so sweet  And I will gladly break it, I will gladly break my heart for you And I will gladly break it, I will gladly break my heart for you And I will gladly break it, I will gladly break my heart for you And I will gladly break it, I will gladly break my heart for you  It's so sweet, knowing that you love me Though we don't need to say it to each other, sweet Knowing that I love you, and running my fingers through your hair It's so sweet",watching the video that you sent me the one where you re showering with wet hair dripping you know that i m obsessed with your body but it s the way you smile that does it for me it s so sweet knowing that you love me though we don t need to say it to each other sweet knowing that i love you and running my fingers through your hair it s so sweet watching the video where you re lying in your red lingerie ten times nightly you know i think your skin s the perfect color but it s always your eyes that pull me under it s so sweet knowing that you love me though we don t need to say it to each other sweet knowing that i love you and running my fingers through your hair it s so sweet and i will gladly break it i will gladly break my heart for you and i will gladly break it i will gladly break my heart for you and i will gladly break it i will gladly break my heart for you and i will gladly break it i will gladly break my heart for you it s so sweet knowing that you love me though we don t need to say it to each other sweet knowing that i love you and running my fingers through your hair it s so sweet,English,239,0.32734375,positive
Apocalypse,Cigarettes After Sex,https://www.youtube.com/watch?v=-mnH9-SX2Tg,"You leapt from crumbling bridges watching cityscapes turn to dust Filming helicopters crashing in the ocean from way above  Got the music in you, baby, tell me why Got the music in you, baby, tell me why You've been locked in here forever and you just can't say goodbye  Kisses on the foreheads of the lovers wrapped in your arms You've been hiding them in hollowed out pianos left in the dark  Got the music in you, baby, tell me why Got the music in you, baby, tell me why You've been locked in here forever and you just can't say goodbye  Your lips, my lips Apocalypse Your lips, my lips Apocalypse Go and sneak us through the rivers Flood is rising up on your knees Oh, please Come out and haunt me, I know you want me Come out and haunt me  Sharing all your secrets with each other since you were kids Sleeping soundly with the locket that she gave you clutched in your fist  Got the music in you, baby, tell me why Got the music in you, baby, tell me why You've been locked in here forever and you just can't say goodbye You've been locked in here forever and you just can't say goodbye  Oh, when you're all alone I will reach for you When you're feeling low I will be there too",you leapt from crumbling bridges watching cityscapes turn to dust filming helicopters crashing in the ocean from way above got the music in you baby tell me why got the music in you baby tell me why you ve been locked in here forever and you just can t say goodbye kisses on the foreheads of the lovers wrapped in your arms you ve been hiding them in hollowed out pianos left in the dark got the music in you baby tell me why got the music in you baby tell me why you ve been locked in here forever and you just can t say goodbye your lips my lips apocalypse your lips my lips apocalypse go and sneak us through the rivers flood is rising up on your knees oh please come out and haunt me i know you want me come out and haunt me sharing all your secrets with each other since you were kids sleeping soundly with the locket that she gave you clutched in your fist got the music in you baby tell me why got the music in you baby tell me why you ve been locked in here forever and you just can t say goodbye you ve been locked in here forever and you just can t say goodbye oh when you re all alone i will reach for you when you re feeling low i will be there too,English,239,0.020833333333333332,positive
Rumah Singgah,Fabio Asher,https://www.youtube.com/watch?v=5k6IkftDRwE,Saat hatimu terluka Akulah yang menemanimu Membasuh air matamu  Namun mengapa ketika Hatimu telah tersenyum lagi Aku yang kau lupa  Tak sadarkah selama ini 'Ku juga selalu menginginkanmu  Mengapa sulit untuk kubisa miliki hatimu Bahkan selama ini hadirku tak berharga untukmu Yang terjadi kini 'ku hanya rumah persinggahanmu Di saat kau terluka Dan di saat semuanya reda Kau menghilang begitu saja  Jika memang ini tak ada harapan Mengapa aku yang harus jadi tujuan Saat hatimu terluka Aku yang jadi obatnya Tanpa pernah kau hargai Cinta dan kasih yang setulus ini  Mengapa sulit Mengapa sulit untuk kubisa miliki hatimu Bahkan selama ini hadirku tak berharga untukmu Yang terjadi kini 'ku hanya rumah persinggahanmu Di saat kau terluka Dan di saat semuanya reda Kau menghilang begitu saja  Dan di saat semuanya reda Kau menghilang begitu saja,saat hatimu terluka akulah yang menemanimu membasuh air matamu namun mengapa ketika hatimu telah tersenyum lagi aku yang kau lupa tak sadarkah selama ini ku juga selalu menginginkanmu mengapa sulit untuk kubisa miliki hatimu bahkan selama ini hadirku tak berharga untukmu yang terjadi kini ku hanya rumah persinggahanmu di saat kau terluka dan di saat semuanya reda kau menghilang begitu saja jika memang ini tak ada harapan mengapa aku yang harus jadi tujuan saat hatimu terluka aku yang jadi obatnya tanpa pernah kau hargai cinta dan kasih yang setulus ini mengapa sulit mengapa sulit untuk kubisa miliki hatimu bahkan selama ini hadirku tak berharga untukmu yang terjadi kini ku hanya rumah persinggahanmu di saat kau terluka dan di saat semuanya reda kau menghilang begitu saja dan di saat semuanya reda kau menghilang begitu saja,Indonesia,134,0.0,neutral
